ID,Marital_Status,Application_Mode,Course,Attendance_Type,Previous_Qualification,Admission_Grade,Displaced,Special_Needs,Debtor,Tuition_Fees_Up_To_Date,Gender,Scholarship_Holder,Age_At_Enrollment,International,Units_1st_Sem_Enrolled,Units_1st_Sem_Approved,Units_1st_Sem_Grade,Units_2nd_Sem_Enrolled,Units_2nd_Sem_Approved,Units_2nd_Sem_Grade,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Avg_Grade_Both_Sem,Unemployment_Rate,Inflation_Rate,GDP,Status
3512,Single,Technological specialization diploma holders,Equinculture,Daytime,Technological Specialization Course,140.0,No,No,No,Yes,Male,No,20,No,6,5,12.4,6,2,15.0,0.833,0.333,13.7,13.9,-0.3,0.79,Enrolled
3513,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,129.5,Yes,No,No,Yes,Male,No,20,No,0,0,0.0,0,0,0.0,0,0,0.0,10.8,1.4,1.74,Dropout
3514,Divorced,Over 23 years old,Advertising and Marketing Management,Daytime,Basic Education 3rd Cycle,130.0,No,No,Yes,Yes,Male,Yes,29,No,6,1,14.0,6,0,0.0,0.167,0.0,7.0,11.1,0.6,2.02,Dropout
3515,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary Education,114.0,Yes,No,No,Yes,Male,No,29,No,5,3,11.666666666666666,5,4,11.25,0.6,0.8,11.46,7.6,2.6,0.32,Dropout
3516,Single,Change of course,Journalism and Communication,Daytime,Secondary Education,121.0,Yes,No,No,Yes,Male,No,23,No,6,1,13.0,6,4,11.25,0.167,0.667,12.12,9.4,-0.8,-3.12,Enrolled
3517,Single,2nd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,116.4,Yes,No,Yes,Yes,Male,No,19,No,0,0,0.0,0,0,0.0,0,0,0.0,10.8,1.4,1.74,Dropout
3518,Single,1st phase - general contingent,Informatics Engineering,Daytime,Secondary Education,121.7,Yes,No,No,Yes,Male,No,18,No,5,0,0.0,5,1,12.0,0.0,0.2,6.0,7.6,2.6,0.32,Dropout
3519,Married,Transfer,Tourism,Daytime,Secondary Education,130.0,Yes,No,No,Yes,Male,No,22,No,6,4,11.5,6,2,12.5,0.667,0.333,12.0,7.6,2.6,0.32,Dropout
3520,Single,Change of course,Management (evening attendance),Evening,Secondary Education,120.0,Yes,No,Yes,Yes,Male,No,34,No,10,7,11.714285714285714,10,6,11.5,0.7,0.6,11.61,10.8,1.4,1.74,Dropout
3521,Single,Change of course,Management (evening attendance),Evening,Higher Education - Master's,125.0,No,No,No,Yes,Male,No,26,No,5,5,12.6,5,5,13.714285714285714,1.0,1.0,13.16,13.9,-0.3,0.79,Graduate
3522,Single,2nd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,134.1,Yes,No,No,Yes,Male,No,24,No,17,13,11.642857142857142,17,12,11.25,0.765,0.706,11.45,11.1,0.6,2.02,Dropout
3523,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,149.5,Yes,No,No,Yes,Male,Yes,17,No,6,6,14.875,6,6,13.428571428571429,1.0,1.0,14.15,11.1,0.6,2.02,Graduate
3524,Single,Change of course,Advertising and Marketing Management,Daytime,Secondary Education,113.2,No,No,No,Yes,Male,No,21,No,5,2,10.0,5,3,10.333333333333334,0.4,0.6,10.17,9.4,-0.8,-3.12,Enrolled
3525,Married,Over 23 years old,Management (evening attendance),Evening,Secondary Education,146.0,No,No,No,Yes,Male,No,34,No,5,5,14.2,5,5,14.6,1.0,1.0,14.4,12.7,3.7,-1.7,Enrolled
3526,Single,Technological specialization diploma holders,Agronomy,Daytime,Technological Specialization Course,140.0,Yes,No,No,Yes,Male,No,19,No,6,6,12.714285714285714,6,6,13.5,1.0,1.0,13.11,12.4,0.5,1.79,Graduate
3527,Married,Over 23 years old,Agronomy,Daytime,Secondary Education,162.4,No,No,Yes,No,Male,No,49,No,12,5,11.6,7,5,11.2,0.417,0.714,11.4,8.9,1.4,3.51,Dropout
3528,Single,Change of course,Nursing,Daytime,Secondary Education,136.6,No,No,No,Yes,Male,No,23,No,7,5,11.94,7,6,12.2,0.714,0.857,12.07,13.9,-0.3,0.79,Dropout
3529,Single,3rd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,111.0,Yes,No,No,Yes,Male,No,18,No,5,4,11.6,5,3,14.2,0.8,0.6,12.9,12.4,0.5,1.79,Dropout
3530,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,115.7,No,No,No,Yes,Male,No,20,No,7,5,12.7,8,7,13.475,0.714,0.875,13.09,13.9,-0.3,0.79,Enrolled
3531,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,105.7,Yes,No,No,Yes,Male,No,19,No,6,6,13.333333333333334,6,5,13.8,1.0,0.833,13.57,8.9,1.4,3.51,Graduate
3532,Single,Transfer,Agronomy,Daytime,Technological Specialization Course,128.2,Yes,No,No,Yes,Male,No,24,No,9,8,13.333333333333334,10,9,13.11111111111111,0.889,0.9,13.22,16.2,0.3,-0.92,Enrolled
3533,Single,1st phase - general contingent,Management,Daytime,Secondary Education,137.0,Yes,No,No,Yes,Male,No,18,No,5,5,13.4,5,5,15.0,1.0,1.0,14.2,8.9,1.4,3.51,Graduate
3534,Married,Over 23 years old,Tourism,Daytime,Basic Education 3rd Cycle,120.0,No,No,Yes,No,Male,No,45,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
3535,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,120.5,Yes,No,No,Yes,Male,No,30,No,5,2,11.0,5,0,0.0,0.4,0.0,5.5,7.6,2.6,0.32,Dropout
3536,Single,Change of institution/course,Management (evening attendance),Evening,Technological Specialization Course,118.1,No,No,No,Yes,Male,No,28,No,15,13,12.0,13,9,11.333333333333334,0.867,0.692,11.67,8.9,1.4,3.51,Dropout
3537,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,139.0,No,No,No,Yes,Male,No,40,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
3538,Single,Over 23 years old,Management,Daytime,Basic Education 3rd Cycle,116.3,No,No,No,No,Male,No,32,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
3539,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,120.5,Yes,No,No,Yes,Male,No,19,No,6,4,12.5,6,4,10.25,0.667,0.667,11.38,7.6,2.6,0.32,Dropout
3540,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,134.9,Yes,No,No,Yes,Male,No,20,No,6,6,13.666666666666666,6,6,12.166666666666666,1.0,1.0,12.92,16.2,0.3,-0.92,Graduate
3541,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,123.0,No,No,No,Yes,Male,No,18,No,5,1,10.0,5,0,0.0,0.2,0.0,5.0,9.4,-0.8,-3.12,Dropout
3542,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,122.9,No,No,No,No,Male,No,20,No,6,6,11.5,6,2,13.0,1.0,0.333,12.25,10.8,1.4,1.74,Dropout
3543,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,140.0,No,No,No,Yes,Male,No,39,No,5,4,12.25,5,4,12.75,0.8,0.8,12.5,15.5,2.8,-4.06,Enrolled
3544,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,122.5,No,No,No,No,Male,No,19,No,6,5,13.6,6,5,13.666666666666666,0.833,0.833,13.63,11.1,0.6,2.02,Enrolled
3545,Single,Over 23 years old,Management (evening attendance),Evening,Other - 11th Year,121.5,No,No,No,Yes,Male,No,38,No,5,2,10.5,5,3,11.333333333333334,0.4,0.6,10.92,7.6,2.6,0.32,Enrolled
3546,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,132.3,Yes,No,No,Yes,Male,Yes,18,No,7,6,13.266666666666666,7,6,13.266666666666666,0.857,0.857,13.27,7.6,2.6,0.32,Graduate
3547,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,131.5,Yes,No,No,Yes,Male,Yes,18,No,7,7,12.5125,8,8,14.1875,1.0,1.0,13.35,13.9,-0.3,0.79,Graduate
3548,Married,Change of course,Equinculture,Daytime,12th Year - Not Completed,128.2,No,No,No,Yes,Male,No,28,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
3549,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary Education,148.0,Yes,No,No,No,Male,No,31,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
3550,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,121.5,No,No,No,Yes,Male,No,23,No,7,6,13.483333333333334,7,6,13.483333333333334,0.857,0.857,13.48,7.6,2.6,0.32,Graduate
3551,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,135.4,Yes,No,No,Yes,Male,No,21,No,7,6,12.565,8,5,12.16,0.857,0.625,12.36,11.1,0.6,2.02,Enrolled
3552,Single,Over 23 years old,Social Service,Daytime,Basic Education 3rd Cycle,139.0,No,No,Yes,No,Male,No,33,No,6,0,0.0,5,0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
3553,Single,Change of course,Management,Daytime,Secondary Education,113.4,No,No,No,Yes,Male,No,22,No,5,3,13.0,5,3,11.666666666666666,0.6,0.6,12.33,12.7,3.7,-1.7,Dropout
3554,Single,Technological specialization diploma holders,Informatics Engineering,Daytime,Technological Specialization Course,150.0,Yes,No,Yes,Yes,Male,No,20,No,5,5,16.5,5,5,17.714285714285715,1.0,1.0,17.11,12.4,0.5,1.79,Dropout
3555,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,122.0,No,No,Yes,Yes,Male,No,19,No,6,6,13.166666666666666,6,5,13.2,1.0,0.833,13.18,8.9,1.4,3.51,Enrolled
3556,Single,Technological specialization diploma holders,Veterinary Nursing,Daytime,Technological Specialization Course,150.0,Yes,No,No,Yes,Male,No,20,No,6,6,13.8,6,6,13.142857142857142,1.0,1.0,13.47,16.2,0.3,-0.92,Graduate
3557,Single,Over 23 years old,Tourism,Daytime,Other - 11th Year,119.3,Yes,No,No,Yes,Male,No,25,No,6,6,11.166666666666666,6,4,11.8,1.0,0.667,11.48,9.4,-0.8,-3.12,Enrolled
3558,Single,Over 23 years old,Agronomy,Daytime,Secondary Education,140.0,No,No,No,No,Male,No,25,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
3559,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,125.0,Yes,No,No,Yes,Male,No,19,No,6,6,12.666666666666666,6,6,12.142857142857142,1.0,1.0,12.4,9.4,-0.8,-3.12,Enrolled
3560,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,140.7,Yes,No,No,Yes,Male,No,20,No,5,5,12.6,5,4,14.5,1.0,0.8,13.55,7.6,2.6,0.32,Graduate
3561,Married,Over 23 years old,Nursing,Daytime,Basic Education 3rd Cycle,100.0,No,No,No,Yes,Male,No,33,No,7,5,13.06,7,0,0.0,0.714,0.0,6.53,16.2,0.3,-0.92,Enrolled
3562,Single,2nd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,146.7,Yes,No,No,Yes,Male,No,19,No,6,6,13.833333333333334,6,6,13.625,1.0,1.0,13.73,7.6,2.6,0.32,Graduate
3563,Single,Over 23 years old,Equinculture,Daytime,Basic Education 3rd Cycle,96.0,No,No,No,Yes,Male,No,31,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
3564,Single,Technological specialization diploma holders,Informatics Engineering,Daytime,Technological Specialization Course,160.0,No,No,Yes,No,Male,No,24,No,6,2,16.0,7,2,16.0,0.333,0.286,16.0,8.9,1.4,3.51,Dropout
3565,Single,Technological specialization diploma holders,Informatics Engineering,Daytime,Technological Specialization Course,130.0,No,No,Yes,No,Male,No,23,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
3566,Married,Over 23 years old,Management (evening attendance),Evening,Secondary Education,130.0,No,No,No,No,Male,Yes,26,No,5,3,10.666666666666666,5,3,10.666666666666666,0.6,0.6,10.67,9.4,-0.8,-3.12,Dropout
3567,Married,Change of course,Communication Design,Daytime,Higher Education - Bachelor's,140.0,Yes,No,No,Yes,Male,No,38,No,18,18,14.5,18,18,14.5,1.0,1.0,14.5,16.2,0.3,-0.92,Graduate
3568,Single,1st phase - general contingent,Informatics Engineering,Daytime,Secondary Education,116.6,Yes,No,No,Yes,Male,Yes,20,No,5,5,14.0,5,5,13.8,1.0,1.0,13.9,8.9,1.4,3.51,Graduate
3569,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,120.5,Yes,No,No,Yes,Male,No,20,No,5,3,13.333333333333334,5,5,13.571428571428571,0.6,1.0,13.45,12.4,0.5,1.79,Graduate
3570,Single,Over 23 years old,Veterinary Nursing,Daytime,Basic Education 3rd Cycle,103.0,No,No,No,Yes,Male,No,25,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
3571,Single,2nd phase - general contingent,Communication Design,Daytime,Secondary Education,111.9,Yes,No,No,Yes,Male,No,19,No,6,5,12.0,6,4,11.2,0.833,0.667,11.6,8.9,1.4,3.51,Graduate
3572,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,148.7,No,No,No,Yes,Male,No,18,No,5,5,16.2,5,5,16.0,1.0,1.0,16.1,8.9,1.4,3.51,Graduate
3573,Single,Change of course,Management (evening attendance),Evening,Other - 11th Year,120.0,No,No,No,Yes,Male,No,28,No,13,7,10.285714285714286,11,5,10.6,0.538,0.455,10.44,10.8,1.4,1.74,Dropout
3574,Single,1st phase - general contingent,Informatics Engineering,Daytime,Secondary Education,125.7,Yes,No,No,Yes,Male,No,18,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Enrolled
3575,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,120.1,Yes,No,No,Yes,Male,Yes,20,No,6,6,13.571428571428571,6,6,13.166666666666666,1.0,1.0,13.37,8.9,1.4,3.51,Graduate
3576,Single,1st phase - general contingent,Equinculture,Daytime,Secondary Education,127.8,No,No,No,Yes,Male,No,18,No,6,6,14.285714285714286,6,6,14.857142857142858,1.0,1.0,14.57,11.1,0.6,2.02,Graduate
3577,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,106.4,Yes,No,No,Yes,Male,No,19,No,5,5,10.2,5,4,10.5,1.0,0.8,10.35,12.4,0.5,1.79,Graduate
3578,Single,Transfer,Nursing,Daytime,Secondary Education,100.0,No,No,Yes,Yes,Male,No,24,No,8,2,10.25,8,2,10.25,0.25,0.25,10.25,12.7,3.7,-1.7,Dropout
3579,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,123.9,Yes,No,No,Yes,Male,No,21,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
3580,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,139.5,No,No,No,Yes,Male,Yes,20,No,6,6,14.833333333333334,6,6,14.833333333333334,1.0,1.0,14.83,12.7,3.7,-1.7,Graduate
3581,Single,Technological specialization diploma holders,Agronomy,Daytime,Technological Specialization Course,150.0,Yes,No,No,Yes,Male,No,21,No,6,5,13.625,6,5,12.6,0.833,0.833,13.11,13.9,-0.3,0.79,Graduate
3582,Married,1st phase - general contingent,Oral Hygiene,Daytime,Secondary Education,139.8,No,No,Yes,Yes,Male,No,24,No,7,7,12.271428571428572,8,7,13.657142857142857,1.0,0.875,12.96,10.8,1.4,1.74,Graduate
3583,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,154.4,No,No,No,Yes,Male,No,27,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
3584,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,115.5,Yes,No,Yes,No,Male,No,19,No,5,4,12.5,5,5,10.5,0.8,1.0,11.5,8.9,1.4,3.51,Enrolled
3585,Single,Over 23 years old,Social Service (evening attendance),Evening,Secondary Education,119.0,No,No,No,Yes,Male,No,39,No,9,9,13.22222222222222,7,7,13.142857142857142,1.0,1.0,13.18,8.9,1.4,3.51,Graduate
3586,Single,Over 23 years old,Biofuel Production Technologies,Daytime,Secondary Education,96.1,No,No,No,Yes,Male,No,25,No,7,2,15.0,7,2,11.5,0.286,0.286,13.25,12.4,0.5,1.79,Dropout
3587,Single,Holders of other higher courses,Animation and Multimedia Design,Daytime,Higher Education - Degree,130.0,No,No,No,No,Male,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,9.4,-0.8,-3.12,Dropout
3588,Single,Change of course,Communication Design,Daytime,Secondary Education,128.8,No,No,No,Yes,Male,No,19,No,12,12,13.166666666666666,12,12,13.0,1.0,1.0,13.08,10.8,1.4,1.74,Graduate
3589,Single,3rd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,126.8,No,No,No,Yes,Male,Yes,21,No,6,5,13.833333333333334,6,4,14.0,0.833,0.667,13.92,13.9,-0.3,0.79,Graduate
3590,Single,Holders of other higher courses,Management (evening attendance),Evening,Higher Education - Degree (1st cycle),130.0,No,No,No,Yes,Male,No,27,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
3591,Single,1st phase - general contingent,Management,Daytime,Secondary Education,116.7,Yes,No,No,Yes,Male,No,19,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Enrolled
3592,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,125.5,Yes,No,No,Yes,Male,No,18,No,8,7,13.154285714285717,8,7,13.154285714285717,0.875,0.875,13.15,10.8,1.4,1.74,Enrolled
3593,Single,Holders of other higher courses,Advertising and Marketing Management,Daytime,Higher Education - Degree,110.0,Yes,No,No,Yes,Male,No,27,No,12,9,12.333333333333334,11,6,13.166666666666666,0.75,0.545,12.75,9.4,-0.8,-3.12,Dropout
3594,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,133.7,Yes,No,Yes,Yes,Male,No,18,No,6,6,13.0,6,5,11.8,1.0,0.833,12.4,12.7,3.7,-1.7,Dropout
3595,Single,1st phase - general contingent,Equinculture,Daytime,Secondary Education,117.6,No,No,No,Yes,Male,No,19,No,5,2,11.5,5,5,11.4,0.4,1.0,11.45,9.4,-0.8,-3.12,Enrolled
3596,Single,Technological specialization diploma holders,Agronomy,Daytime,Technological Specialization Course,140.0,No,No,No,Yes,Male,No,19,No,6,3,13.25,6,1,12.0,0.5,0.167,12.62,13.9,-0.3,0.79,Dropout
3597,Single,Technological specialization diploma holders,Agronomy,Daytime,Technological Specialization Course,150.0,No,No,No,Yes,Male,No,22,No,6,3,13.333333333333334,6,3,12.75,0.5,0.5,13.04,15.5,2.8,-4.06,Enrolled
3598,Single,1st phase - special contingent (Madeira Island),Social Service,Daytime,Secondary Education,133.7,Yes,No,No,Yes,Female,No,18,No,6,6,13.5,6,6,12.166666666666666,1.0,1.0,12.83,10.8,1.4,1.74,Graduate
3599,Single,1st phase - special contingent (Madeira Island),Journalism and Communication,Daytime,Secondary Education,137.0,Yes,No,No,Yes,Female,Yes,18,No,6,6,12.666666666666666,6,5,12.8,1.0,0.833,12.73,10.8,1.4,1.74,Graduate
3600,Single,Change of course,Management,Daytime,Secondary Education,128.2,No,No,No,Yes,Female,No,23,No,11,11,15.090909090909092,6,6,14.5,1.0,1.0,14.8,9.4,-0.8,-3.12,Dropout
3601,Single,3rd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,129.2,Yes,No,Yes,No,Male,No,20,No,0,0,0.0,0,0,0.0,0,0,0.0,9.4,-0.8,-3.12,Dropout
3602,Single,2nd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,129.5,Yes,No,No,Yes,Male,No,18,No,6,6,13.166666666666666,6,6,12.666666666666666,1.0,1.0,12.92,16.2,0.3,-0.92,Graduate
3603,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,129.6,Yes,No,No,Yes,Male,No,18,No,6,6,12.833333333333334,6,6,12.833333333333334,1.0,1.0,12.83,12.4,0.5,1.79,Graduate
3604,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,121.7,Yes,No,No,Yes,Male,No,18,No,5,5,11.8,5,3,12.0,1.0,0.6,11.9,8.9,1.4,3.51,Enrolled
3605,Single,2nd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,141.8,Yes,No,No,Yes,Male,No,20,No,6,6,11.833333333333334,6,6,12.166666666666666,1.0,1.0,12.0,12.7,3.7,-1.7,Graduate
3606,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,129.8,Yes,No,No,Yes,Male,No,20,No,6,5,12.8,6,3,12.75,0.833,0.5,12.78,15.5,2.8,-4.06,Graduate
3607,Single,Technological specialization diploma holders,Communication Design,Daytime,Technological Specialization Course,106.0,No,No,No,Yes,Male,No,21,No,7,5,11.8,9,5,11.0,0.714,0.556,11.4,12.4,0.5,1.79,Dropout
3608,Single,Change of course,Animation and Multimedia Design,Daytime,Secondary Education,121.6,No,No,No,Yes,Male,No,22,No,0,0,0.0,0,0,0.0,0,0,0.0,13.9,-0.3,0.79,Enrolled
3609,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,121.5,Yes,No,No,Yes,Male,No,20,No,5,5,15.8,5,5,14.571428571428571,1.0,1.0,15.19,11.1,0.6,2.02,Dropout
3610,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,117.0,No,No,Yes,Yes,Male,No,19,No,0,0,0.0,0,0,0.0,0,0,0.0,15.5,2.8,-4.06,Enrolled
3611,Single,Technological specialization diploma holders,Informatics Engineering,Daytime,Technological Specialization Course,130.0,Yes,No,No,Yes,Male,No,19,No,5,2,12.5,5,3,11.6,0.4,0.6,12.05,12.4,0.5,1.79,Enrolled
3612,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,117.7,Yes,No,No,Yes,Male,No,20,No,6,6,14.666666666666666,6,6,13.857142857142858,1.0,1.0,14.26,8.9,1.4,3.51,Graduate
3613,Single,Technological specialization diploma holders,Veterinary Nursing,Daytime,Technological Specialization Course,140.0,Yes,No,No,Yes,Male,No,19,No,6,4,12.5,6,2,12.0,0.667,0.333,12.25,12.4,0.5,1.79,Dropout
3614,Single,1st phase - general contingent,Informatics Engineering,Daytime,Secondary Education,133.1,Yes,No,No,Yes,Male,No,19,No,5,3,12.0,6,2,10.5,0.6,0.333,11.25,11.1,0.6,2.02,Dropout
3615,Single,International student (bachelor),Informatics Engineering,Daytime,Secondary Education,100.0,No,No,Yes,Yes,Male,No,24,Yes,8,7,13.142857142857142,6,6,11.833333333333334,0.875,1.0,12.49,8.9,1.4,3.51,Enrolled
3616,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,119.1,No,No,Yes,Yes,Male,No,18,No,6,3,12.666666666666666,6,4,11.142857142857142,0.5,0.667,11.9,10.8,1.4,1.74,Dropout
3617,Single,1st phase - general contingent,Informatics Engineering,Daytime,Secondary Education,129.8,No,No,No,No,Male,Yes,18,No,5,5,15.0,5,5,14.2,1.0,1.0,14.6,8.9,1.4,3.51,Enrolled
3618,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,131.3,Yes,No,Yes,Yes,Female,No,18,No,6,5,13.6,6,5,11.8,0.833,0.833,12.7,8.9,1.4,3.51,Dropout
3619,Single,2nd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,136.7,Yes,No,No,Yes,Female,No,18,No,6,6,12.5,6,6,13.833333333333334,1.0,1.0,13.17,8.9,1.4,3.51,Graduate
3620,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,126.2,Yes,No,No,Yes,Female,Yes,21,No,6,6,13.333333333333334,6,6,13.5,1.0,1.0,13.42,12.4,0.5,1.79,Graduate
3621,Single,International student (bachelor),Veterinary Nursing,Daytime,Secondary Education,109.6,No,No,No,Yes,Female,No,18,Yes,6,4,12.25,6,5,11.0,0.667,0.833,11.62,11.1,0.6,2.02,Dropout
3622,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,131.9,Yes,No,No,Yes,Female,Yes,18,No,7,7,15.101428571428572,8,8,16.09375,1.0,1.0,15.6,11.1,0.6,2.02,Graduate
3623,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,140.7,Yes,No,No,Yes,Female,Yes,18,No,6,6,13.166666666666666,6,6,16.0,1.0,1.0,14.58,10.8,1.4,1.74,Graduate
3624,Single,3rd phase - general contingent,Social Service (evening attendance),Evening,Secondary Education,120.7,Yes,No,No,Yes,Female,No,23,No,6,4,11.0,6,0,0.0,0.667,0.0,5.5,13.9,-0.3,0.79,Dropout
3625,Single,1st phase - general contingent,Management,Daytime,Secondary Education,113.8,Yes,No,No,Yes,Female,No,21,No,5,3,11.666666666666666,5,4,11.75,0.6,0.8,11.71,8.9,1.4,3.51,Graduate
3626,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,121.0,No,No,No,Yes,Female,No,20,No,6,1,10.0,6,1,13.0,0.167,0.167,11.5,9.4,-0.8,-3.12,Enrolled
3627,Single,2nd phase - general contingent,Social Service (evening attendance),Evening,Secondary Education,112.4,Yes,No,No,Yes,Female,No,26,No,7,7,11.571428571428571,6,2,11.0,1.0,0.333,11.29,7.6,2.6,0.32,Dropout
3628,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,131.0,Yes,No,No,Yes,Female,Yes,18,No,6,6,12.166666666666666,6,5,11.2,1.0,0.833,11.68,7.6,2.6,0.32,Enrolled
3629,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,142.7,Yes,No,No,Yes,Female,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,16.2,0.3,-0.92,Dropout
3630,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,125.5,No,No,No,No,Female,Yes,19,No,6,6,13.833333333333334,6,6,14.285714285714286,1.0,1.0,14.06,8.9,1.4,3.51,Graduate
3631,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,107.8,Yes,No,No,Yes,Female,Yes,20,No,7,6,12.357142857142858,8,7,13.0,0.857,0.875,12.68,13.9,-0.3,0.79,Graduate
3632,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,110.4,Yes,No,Yes,No,Female,No,19,No,6,6,12.166666666666666,6,2,10.333333333333334,1.0,0.333,11.25,16.2,0.3,-0.92,Dropout
3633,Single,Technological specialization diploma holders,Social Service,Daytime,Technological Specialization Course,136.1,Yes,No,Yes,Yes,Female,No,21,No,6,3,12.0,6,2,12.5,0.5,0.333,12.25,12.4,0.5,1.79,Enrolled
3634,Single,Over 23 years old,Tourism,Daytime,Secondary Education,138.3,No,No,No,Yes,Female,No,33,No,10,9,12.416666666666666,9,7,13.0,0.9,0.778,12.71,10.8,1.4,1.74,Graduate
3635,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,142.3,No,No,No,Yes,Female,No,18,No,5,4,12.75,5,4,12.75,0.8,0.8,12.75,7.6,2.6,0.32,Graduate
3636,Single,Transfer,Nursing,Daytime,Frequency of Higher Education,145.0,No,No,No,Yes,Female,No,21,No,21,18,14.933333333333334,21,18,14.933333333333334,0.857,0.857,14.93,7.6,2.6,0.32,Graduate
